Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,User_Count,Developer,Rating,Platform
Art Academy: Lessons for Everyone,2012,Action,Nintendo,200000.0,40000.0,210000.0,20000.0,460000.0,81,76.0,22.0,"Nintendo, Headstrong Games",E,3DS
Art of Fighting Anthology,2006,Fighting,Crave Entertainment,20000.0,20000.0,0.0,10000.0,40000.0,60,70.0,4.0,SNK Playmore,T,PS2
Arx Fatalis,2003,Role-Playing,Mindscape,40000.0,10000.0,0.0,0.0,50000.0,71,82.0,6.0,Arkane Studios,M,XB
Asphalt 3D,2011,Racing,Ubisoft,270000.0,160000.0,20000.0,40000.0,490000.0,43,44.0,24.0,Gameloft,E10+,3DS
Asphalt: Injection,2011,Action,Ubisoft,130000.0,60000.0,0.0,30000.0,220000.0,49,48.0,28.0,Ubisoft,E10+,PSV
Asphalt: Urban GT,2004,Racing,Ubisoft,310000.0,220000.0,0.0,60000.0,590000.0,60,75.0,13.0,Gameloft,E,DS
Assassin's Creed,2007,Adventure,Ubisoft,1910000.0,2000000.0,90000.0,820000.0,4820000.0,81,73.0,769.0,Ubisoft Montreal,M,"PS3,X360"
Assassin's Creed Chronicles: China,2015,Action,Ubisoft,0.0,30000.0,0.0,10000.0,40000.0,69,64.0,83.0,"Climax Group, Climax Studios",T,PS4
Assassin's Creed II,2009,Action,Ubisoft,3110000.0,1550000.0,80000.0,510000.0,5260000.0,90,88.0,1305.0,Ubisoft Montreal,M,"X360,PS3,PC"
Assassin's Creed II: Discovery,2009,Action,Ubisoft,150000.0,110000.0,0.0,30000.0,280000.0,69,73.0,22.0,Griptonite Games,T,DS
Assassin's Creed III,2012,Action,Ubisoft,190000.0,130000.0,0.0,30000.0,350000.0,85,71.0,216.0,Ubisoft Quebec,M,"WiiU,PC,X360,PS3"
Assassin's Creed III: Liberation,2012,Action,Ubisoft,530000.0,480000.0,60000.0,240000.0,1320000.0,70,72.0,318.0,Ubisoft,M,PSV
Assassin's Creed IV: Black Flag,2013,Action,Ubisoft,220000.0,380000.0,0.0,50000.0,640000.0,84,77.0,1470.0,Ubisoft,M,"PC,PS4,PS3,X360,WiiU"
Assassin's Creed Syndicate,2015,Action,Ubisoft,620000.0,560000.0,0.0,110000.0,1300000.0,78,61.0,402.0,Ubisoft Quebec,M,"XOne,PS4,PC"
Assassin's Creed: Altair's Chronicles,2008,Platform,Ubisoft,30000.0,10000.0,0.0,0.0,50000.0,58,63.0,30.0,Gameloft,T,DS
Assassin's Creed: Bloodlines,2009,Action,Ubisoft,430000.0,470000.0,50000.0,280000.0,1230000.0,63,72.0,69.0,Griptonite Games,M,PSP
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,2850000.0,380000.0,30000.0,240000.0,3490000.0,89,83.0,693.0,Ubisoft Montreal,M,"X360,PC,PS3"
Assassin's Creed: Revelations,2011,Action,Ubisoft,140000.0,480000.0,0.0,120000.0,740000.0,80,74.0,771.0,Ubisoft Montreal,M,"PC,PS3,X360"
Assassin's Creed: Rogue,2014,Action,Ubisoft,460000.0,560000.0,60000.0,200000.0,1290000.0,72,75.0,292.0,Ubisoft Sofia,M,"PS3,PC,X360"
Assassin's Creed: Unity,2014,Action,Ubisoft,2270000.0,900000.0,0.0,330000.0,3500000.0,72,41.0,1005.0,"Ubisoft, Ubisoft Montreal",M,"XOne,PS4,PC"
Astonishia Story,2006,Role-Playing,Ubisoft,30000.0,0.0,0.0,0.0,30000.0,48,49.0,18.0,Sonnori,E10+,PSP
Astro Boy,2004,Action,Sega,40000.0,30000.0,0.0,10000.0,90000.0,54,69.0,7.0,Sonic Team,E,PS2
Astro Boy: Omega Factor,2003,Action,THQ,60000.0,20000.0,0.0,0.0,90000.0,85,86.0,18.0,Hitmaker,E,GBA
Astro Boy: The Video Game,2009,Action,D3Publisher,50000.0,40000.0,0.0,10000.0,110000.0,56,50.0,4.0,High Voltage Software,E10+,"PS2,Wii"
Asura's Wrath,2012,Action,Capcom,180000.0,120000.0,60000.0,50000.0,400000.0,71,74.0,169.0,CyberConnect2,T,"PS3,X360"
Atari Anthology,2004,Misc,Atari,330000.0,10000.0,0.0,50000.0,400000.0,66,43.0,6.0,Digital Eclipse,E,PS2
Atari Classics Evolved,2007,Misc,Atari,80000.0,0.0,0.0,10000.0,90000.0,64,60.0,4.0,Stainless Games,E,PSP
Atelier Annie: Alchemists of Sera Island,2009,Role-Playing,Gust,80000.0,0.0,30000.0,10000.0,120000.0,70,67.0,15.0,Gust,E10+,DS
Atelier Ayesha: The Alchemist of Dusk,2012,Role-Playing,Tecmo Koei,60000.0,40000.0,140000.0,20000.0,260000.0,70,66.0,120.0,Gust,T,PS3
Atelier Iris 2: The Azoth Of Destiny,2005,Role-Playing,Tecmo Koei,30000.0,20000.0,0.0,10000.0,60000.0,68,78.0,14.0,Gust,E10+,PS2
Atelier Iris: Eternal Mana,2004,Role-Playing,Tecmo Koei,80000.0,60000.0,0.0,20000.0,150000.0,74,77.0,38.0,Gust,T,PS2
Atelier Shallie: Alchemists of the Dusk Sea,2014,Role-Playing,Tecmo Koei,60000.0,20000.0,80000.0,20000.0,180000.0,76,77.0,44.0,Gust,E10+,PS3
Atelier Totori: The Adventurer of Arland,2010,Role-Playing,Nippon Ichi Software,120000.0,60000.0,210000.0,30000.0,420000.0,74,67.0,109.0,Gust,T,PS3
Athens 2004,2004,Sports,Sony Computer Entertainment,130000.0,100000.0,0.0,30000.0,270000.0,61,72.0,13.0,Eurocom Entertainment Software,E,PS2
Atomic Betty,2005,Puzzle,Atari,20000.0,10000.0,0.0,0.0,30000.0,62,75.0,6.0,"Big Blue Bubble Inc., Breakthrough New Media",E,GBA
Attack of the Movies 3D,2010,Shooter,Majesco Entertainment,40000.0,0.0,0.0,0.0,40000.0,38,17.0,10.0,Panic Button,T,X360
Attack on Titan (KOEI),2016,Action,Tecmo Koei,40000.0,110000.0,110000.0,30000.0,280000.0,74,70.0,122.0,Omega Force,M,PS4
Attack on Titan: Humanity in Chains,2013,Action,Screenlife,0.0,0.0,420000.0,0.0,420000.0,46,45.0,34.0,Spike Chunsoft,M,3DS
Auto Modellista,2002,Racing,Capcom,190000.0,150000.0,0.0,50000.0,390000.0,66,75.0,13.0,Capcom,E,PS2
Avalon Code,2008,Role-Playing,Rising Star Games,110000.0,0.0,120000.0,10000.0,240000.0,71,74.0,13.0,"Matrix Software, Marvelous Entertainment",E10+,DS
Avatar: The Last Airbender,2006,Adventure,THQ,230000.0,20000.0,0.0,20000.0,280000.0,56,58.0,8.0,AWE Games,E10+,"Wii,GC,DS,PSP"
Azurik: Rise of Perathia,2001,Action,Microsoft Game Studios,180000.0,50000.0,0.0,10000.0,240000.0,52,85.0,14.0,Adrenium,T,XB
B-Boy,2006,Misc,Sony Computer Entertainment,40000.0,0.0,0.0,0.0,50000.0,50,78.0,6.0,FreeStyleGames,T,PSP
BIT.TRIP COMPLETE,2011,Misc,Rising Star Games,60000.0,20000.0,0.0,10000.0,90000.0,84,87.0,18.0,Gaijin Games,E,Wii
BIT.TRIP SAGA,2011,Misc,Rising Star Games,90000.0,40000.0,0.0,10000.0,140000.0,75,78.0,24.0,Gaijin Games,E,3DS
BMX XXX,2002,Sports,Acclaim Entertainment,80000.0,20000.0,0.0,0.0,110000.0,58,78.0,9.0,"Z-Axis, Ltd.",M,"XB,PS2,GC"
Back to the Future: The Game,2011,Adventure,Telltale Games,50000.0,0.0,0.0,0.0,50000.0,66,41.0,9.0,Iron Galaxy Studios,T,Wii
Backyard Baseball,2003,Sports,Infogrames,100000.0,30000.0,0.0,0.0,130000.0,70,94.0,5.0,Humongous Entertainment,E,GC
Backyard Baseball '09,2008,Sports,Atari,40000.0,0.0,0.0,0.0,40000.0,37,78.0,5.0,Humongous Entertainment,E,Wii
Backyard Wrestling 2: There Goes the Neighborhood,2004,Fighting,Eidos Interactive,140000.0,110000.0,0.0,40000.0,280000.0,46,47.0,10.0,Paradox Development,M,PS2
Backyard Wrestling: Don't Try This at Home,2003,Fighting,Eidos Interactive,300000.0,230000.0,0.0,80000.0,600000.0,51,78.0,29.0,Paradox Development,M,"PS2,XB"
Bad Boys: Miami Takedown,2004,Shooter,Empire Interactive,560000.0,440000.0,0.0,150000.0,1150000.0,43,34.0,13.0,Blitz Games,M,"PS2,GC,XB"
Baja: Edge of Control,2008,Racing,THQ,120000.0,60000.0,0.0,20000.0,200000.0,65,71.0,18.0,2XL Games,E,"X360,PS3"
Bakugan: Battle Brawlers,2009,Action,Activision,200000.0,20000.0,0.0,20000.0,240000.0,60,52.0,9.0,Now Production,E,"X360,DS,Wii,PS3"
Baldur's Gate: Dark Alliance,2002,Role-Playing,Virgin Interactive,110000.0,30000.0,0.0,0.0,140000.0,79,77.0,22.0,High Voltage Software,T,"GC,XB,PS2,GBA"
Baldur's Gate: Dark Alliance II,2004,Role-Playing,Interplay,340000.0,260000.0,0.0,90000.0,680000.0,78,87.0,54.0,Black Isle Studios,T,"PS2,XB"
Ball Breakers,2000,Action,Take-Two Interactive,100000.0,70000.0,0.0,10000.0,180000.0,68,53.0,4.0,Lost Toys,E,PS
Balls of Fury,2007,Sports,Zoo Digital Publishing,20000.0,0.0,0.0,0.0,20000.0,19,28.0,25.0,Black Lantern Studios,E10+,Wii
Band Hero,2009,Misc,Activision,200000.0,190000.0,0.0,40000.0,430000.0,65,70.0,4.0,Vicarious Visions,E10+,"DS,Wii,PS3,X360"
Bangai-O Spirits,2008,Shooter,D3Publisher,70000.0,0.0,0.0,10000.0,80000.0,83,81.0,27.0,Treasure,E10+,DS
Banjo-Kazooie,2008,Platform,Microsoft Game Studios,0.0,10000.0,0.0,0.0,10000.0,77,82.0,70.0,4J Studios,E,X360
Banjo-Kazooie: Grunty's Revenge,2003,Platform,THQ,240000.0,90000.0,0.0,10000.0,330000.0,72,81.0,18.0,Rare Ltd.,E,GBA
Banjo-Pilot,2005,Racing,THQ,70000.0,30000.0,0.0,0.0,100000.0,68,59.0,9.0,Rare Ltd.,E,GBA
Barbie Groovy Games,2002,Misc,Universal Interactive,400000.0,150000.0,0.0,10000.0,560000.0,47,70.0,4.0,Digital Illusions,E,GBA
Barnyard,2006,Action,THQ,50000.0,40000.0,0.0,10000.0,90000.0,62,87.0,10.0,Blue Tongue Entertainment,E10+,"PS2,Wii"
Baroque,2008,Role-Playing,Rising Star Games,70000.0,0.0,0.0,10000.0,70000.0,50,81.0,24.0,Sting,T,"Wii,PS2"
Baseball Advance,2002,Sports,Sega,100000.0,40000.0,0.0,0.0,130000.0,80,78.0,5.0,Smilebit,E,GBA
Bass Pro Shops: The Strike,2009,Sports,XS Games,200000.0,0.0,0.0,20000.0,210000.0,63,58.0,5.0,Piranha Games,E,X360
Bass Strike,2001,Sports,THQ,140000.0,110000.0,0.0,40000.0,280000.0,57,58.0,4.0,THQ,E,PS2
Baten Kaitos Origins,2006,Role-Playing,Unknown,60000.0,20000.0,20000.0,0.0,100000.0,75,89.0,23.0,"Monolith Soft, Namco Bandai Games",T,GC
Baten Kaitos: Eternal Wings and the Lost Ocean,2003,Role-Playing,Nintendo,210000.0,50000.0,0.0,10000.0,270000.0,80,90.0,59.0,Monolith Soft,T,GC
Batman Begins,2005,Action,Electronic Arts,160000.0,40000.0,0.0,10000.0,210000.0,65,71.0,21.0,Eurocom Entertainment Software,T,"XB,GC,PS2,GBA"
Batman: Arkham Asylum,2009,Action,Eidos Interactive,2200000.0,950000.0,20000.0,310000.0,3480000.0,92,87.0,1080.0,Rocksteady Studios,T,"X360,PS3,PC"
Batman: Arkham City,2011,Action,Warner Bros. Interactive Entertainment,2990000.0,1270000.0,40000.0,420000.0,4730000.0,94,87.0,1472.0,Rocksteady Studios,T,"X360,PS3,PC"
Batman: Arkham Knight,2015,Action,Warner Bros. Interactive Entertainment,880000.0,470000.0,0.0,140000.0,1490000.0,85,66.0,694.0,Rocksteady Studios,M,"XOne,PC,PS4"
Batman: Arkham Origins,2013,Action,Warner Bros. Interactive Entertainment,190000.0,90000.0,0.0,30000.0,310000.0,68,74.0,127.0,Human Head Studios,T,"WiiU,PC,PS3,X360"
Batman: Arkham Origins Blackgate,2013,Action,Warner Bros. Interactive Entertainment,160000.0,90000.0,0.0,20000.0,270000.0,68,68.0,38.0,Armature Studio,T,"3DS,PSV"
Batman: Dark Tomorrow,2003,Action,Kemco,80000.0,20000.0,0.0,0.0,110000.0,25,36.0,18.0,HotGen,T,"XB,GC"
Batman: Rise of Sin Tzu,2003,Action,Ubisoft,50000.0,20000.0,0.0,0.0,70000.0,63,68.0,4.0,Ubisoft,E,"GBA,PS2,XB"
Batman: The Brave and the Bold the Videogame,2010,Action,Warner Bros. Interactive Entertainment,230000.0,40000.0,0.0,20000.0,290000.0,74,80.0,8.0,WayForward,E10+,DS
Batman: Vengeance,2001,Adventure,Ubisoft,270000.0,210000.0,0.0,70000.0,550000.0,68,67.0,12.0,Ubisoft,T,"PS2,GC"
Battalion Wars,2005,Strategy,Nintendo,250000.0,70000.0,70000.0,10000.0,400000.0,76,88.0,18.0,Kuju Entertainment,T,GC
Battalion Wars 2,2007,Strategy,Nintendo,220000.0,20000.0,80000.0,20000.0,340000.0,75,76.0,45.0,Kuju Entertainment,T,Wii
Battle Arena Toshinden,1994,Fighting,Sony Computer Entertainment,390000.0,260000.0,530000.0,80000.0,1270000.0,69,63.0,4.0,Tamsoft,T,PS
Battle Assault 3 featuring Gundam Seed,2004,Action,Namco Bandai Games,20000.0,10000.0,0.0,0.0,30000.0,48,87.0,7.0,Natsume,T,PS2
Battle Engine Aquila,2003,Shooter,Atari,20000.0,10000.0,0.0,0.0,30000.0,73,90.0,5.0,Lost Toys,T,PS2
Battle Fantasia,2008,Fighting,505 Games,70000.0,0.0,10000.0,10000.0,90000.0,71,66.0,8.0,Arc System Works,T,X360
Battle Princess of Arcadias,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,20000.0,0.0,20000.0,69,79.0,25.0,ApolloSoft,T,PS3
BattleForge,2009,Strategy,Electronic Arts,0.0,10000.0,0.0,0.0,10000.0,75,70.0,112.0,EA Phenomic,T,PC
Battlefield 1942,2002,Shooter,Electronic Arts,10000.0,10000.0,0.0,0.0,30000.0,89,86.0,327.0,Digital Illusions,T,PC
Battlefield 2,2005,Shooter,Electronic Arts,0.0,70000.0,0.0,10000.0,80000.0,91,84.0,837.0,Digital Illusions,T,PC
Battlefield 2142,2006,Shooter,Electronic Arts,0.0,20000.0,0.0,0.0,30000.0,80,68.0,326.0,EA DICE,T,PC
Battlefield 2: Modern Combat,2005,Shooter,Electronic Arts,390000.0,150000.0,0.0,20000.0,560000.0,80,82.0,29.0,Digital Illusions,T,"XB,X360,PS2"
Battlefield 3,2011,Shooter,Electronic Arts,890000.0,1430000.0,0.0,460000.0,2780000.0,89,75.0,4926.0,EA DICE,M,"PC,X360,PS3"
Battlefield 4,2013,Shooter,Electronic Arts,1350000.0,1550000.0,170000.0,510000.0,3590000.0,85,69.0,1580.0,EA DICE,M,"PS4,PC,PS3,XOne,X360"
Battlefield Vietnam,2004,Shooter,Electronic Arts,0.0,20000.0,0.0,0.0,30000.0,84,75.0,133.0,Digital Illusions,T,PC
Battlefield: Bad Company,2008,Shooter,Electronic Arts,810000.0,460000.0,40000.0,150000.0,1460000.0,83,77.0,263.0,EA DICE,T,"X360,PS3"
Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,1330000.0,1100000.0,80000.0,440000.0,2950000.0,88,85.0,572.0,EA DICE,M,"PS3,X360,PC"
Battlefield: Hardline,2015,Shooter,Electronic Arts,0.0,130000.0,0.0,10000.0,140000.0,71,38.0,773.0,Visceral Games,M,"PC,XOne,PS4"
Battles of Prince of Persia,2005,Strategy,Ubisoft,100000.0,10000.0,0.0,10000.0,120000.0,64,77.0,14.0,Ubisoft Montreal,E10+,DS
Battlestar Galactica,2003,Shooter,Vivendi Games,80000.0,60000.0,0.0,20000.0,160000.0,66,68.0,6.0,Warthog,T,PS2
Battlestations: Midway,2007,Strategy,Eidos Interactive,0.0,10000.0,0.0,0.0,10000.0,76,73.0,46.0,Eidos Interactive,T,"PC,X360"
Battlestations: Pacific,2009,Strategy,Eidos Interactive,0.0,20000.0,0.0,0.0,30000.0,74,84.0,46.0,Eidos Interactive,T,"PC,X360"
Bayonetta,2009,Action,Sega,510000.0,250000.0,90000.0,80000.0,930000.0,90,80.0,597.0,PlatinumGames,M,"X360,PS3"
Bayonetta 2,2014,Action,Nintendo,320000.0,280000.0,100000.0,60000.0,760000.0,91,82.0,1217.0,PlatinumGames,M,WiiU
Beach Spikers: Virtua Beach Volleyball,2002,Sports,Sega,80000.0,20000.0,0.0,0.0,100000.0,76,81.0,9.0,Sega AM2,E,GC
Beat Down: Fists of Vengeance,2005,Action,Capcom,40000.0,30000.0,90000.0,10000.0,170000.0,48,81.0,12.0,Cavia Inc.,M,PS2
BeatMania,2006,Simulation,Konami Digital Entertainment,30000.0,30000.0,0.0,10000.0,70000.0,67,89.0,11.0,Konami,E10+,PS2
Beaterator,2009,Misc,Take-Two Interactive,60000.0,20000.0,0.0,20000.0,90000.0,80,78.0,12.0,Rockstar Leeds,E,PSP
Beautiful Katamari,2007,Puzzle,Namco Bandai Games,140000.0,20000.0,150000.0,20000.0,320000.0,73,70.0,40.0,Now Production,E,X360
Bee Movie Game,2007,Action,Activision,300000.0,10000.0,0.0,30000.0,330000.0,62,76.0,7.0,Smart Bomb Interactive,E,"Wii,PS2,X360"
Bejeweled 3,2010,Puzzle,PopCap Games,20000.0,50000.0,0.0,10000.0,80000.0,82,81.0,86.0,PopCap,E,PC
Bejeweled Twist,2008,Puzzle,PopCap Games,10000.0,40000.0,0.0,10000.0,50000.0,78,73.0,11.0,PopCap,E,PC
Ben 10 Alien Force: Vilgax Attacks,2009,Action,D3Publisher,110000.0,90000.0,0.0,20000.0,220000.0,61,83.0,4.0,Papaya Studios,E10+,"X360,Wii"
Ben 10 Ultimate Alien: Cosmic Destruction,2010,Platform,D3Publisher,100000.0,60000.0,0.0,20000.0,180000.0,51,53.0,4.0,Papaya Studios,E10+,X360
Ben 10: Alien Force,2008,Action,Koch Media,520000.0,210000.0,0.0,70000.0,800000.0,45,78.0,11.0,Monkey Bar Games,E10+,Wii
Ben 10: Protector of Earth,2007,Action,D3Publisher,540000.0,550000.0,0.0,130000.0,1230000.0,63,77.0,9.0,High Voltage Software,E10+,"Wii,PSP"
Beowulf: The Game,2007,Action,Ubisoft,360000.0,10000.0,0.0,30000.0,400000.0,51,47.0,30.0,Ubisoft Shanghai,M,"X360,PSP,PS3"
BeyBlade VForce: Super Tournament Battle,2002,Action,Atari,160000.0,40000.0,0.0,10000.0,210000.0,33,75.0,18.0,Takara,E,GC
Beyblade Evolution,2013,Action,Rising Star Games,20000.0,10000.0,0.0,0.0,40000.0,49,63.0,4.0,Rising Star Games,E,3DS
Beyblade G-Revolution,2004,Action,Atari,150000.0,50000.0,0.0,0.0,200000.0,40,78.0,5.0,Full Fat,E,GBA
Beyond: Two Souls,2013,Adventure,Sony Computer Entertainment,520000.0,800000.0,60000.0,260000.0,1630000.0,70,81.0,2652.0,Quantic Dream,M,PS3
Big Bang Mini,2009,Shooter,SouthPeak Games,50000.0,0.0,0.0,0.0,60000.0,78,82.0,26.0,Arkedo Studio,E,DS
Big Beach Sports,2008,Sports,THQ,450000.0,1020000.0,0.0,200000.0,1660000.0,44,80.0,41.0,HB Studios Multimedia,E,Wii
Big Brain Academy,2005,Misc,Nintendo,1660000.0,2750000.0,1600000.0,620000.0,6620000.0,74,74.0,27.0,Nintendo,E,DS
Big Brain Academy: Wii Degree,2007,Misc,Nintendo,1050000.0,1910000.0,410000.0,420000.0,3790000.0,68,69.0,39.0,Nintendo,E,Wii
Big Mutha Truckers,2003,Racing,Empire Interactive,60000.0,20000.0,0.0,0.0,80000.0,63,82.0,6.0,Eutechnyx,T,"GC,PS2,XB"
Big Mutha Truckers 2,2005,Racing,Xplosiv,100000.0,70000.0,0.0,30000.0,200000.0,51,21.0,9.0,Eutechnyx,M,"PS2,XB"
Billy Hatcher and the Giant Egg,2003,Platform,Sega,190000.0,50000.0,0.0,10000.0,250000.0,71,87.0,31.0,Sonic Team,E,GC
Binary Domain,2012,Action,Sega,90000.0,70000.0,140000.0,30000.0,330000.0,72,82.0,179.0,Sega,M,"PS3,X360"
BioShock,2007,Shooter,Take-Two Interactive,10000.0,390000.0,0.0,20000.0,410000.0,96,85.0,3606.0,"Irrational Games, 2K Marin",M,"PC,X360,PS3"
BioShock 2,2010,Shooter,Take-Two Interactive,1450000.0,540000.0,20000.0,190000.0,2200000.0,88,82.0,573.0,2K Marin,M,"X360,PS3"
BioShock Infinite,2013,Shooter,Take-Two Interactive,1220000.0,540000.0,20000.0,160000.0,1930000.0,93,85.0,1647.0,Irrational Games,M,"X360,PS3,PC"
Bionic Commando,2009,Platform,Capcom,120000.0,120000.0,10000.0,30000.0,280000.0,70,73.0,87.0,GRIN,M,"X360,PS3"
Bionicle,2003,Action,Electronic Arts,50000.0,10000.0,0.0,0.0,60000.0,49,15.0,4.0,Argonaut Games,E,"XB,PS2,GC"
Bionicle Heroes,2006,Shooter,Eidos Interactive,80000.0,20000.0,0.0,0.0,110000.0,51,52.0,5.0,Traveller's Tales,E10+,"GC,Wii,DS,X360"
Birds of Steel,2012,Simulation,Konami Digital Entertainment,100000.0,80000.0,20000.0,30000.0,230000.0,73,84.0,18.0,Gaijin Entertainment,T,"PS3,X360"
Black,2006,Shooter,Electronic Arts,1010000.0,40000.0,30000.0,160000.0,1250000.0,79,84.0,194.0,Criterion Games,M,"PS2,XB"
Black * Rock Shooter: The Game,2011,Role-Playing,Unknown,0.0,0.0,150000.0,0.0,150000.0,66,72.0,39.0,"Image Epoch, Imageepoch",T,PSP
Black Sigil: Blade of the Exiled,2009,Role-Playing,Graffiti,50000.0,0.0,0.0,0.0,50000.0,58,75.0,20.0,Studio Archcraft,E,DS
Blacksite: Area 51,2007,Shooter,Midway Games,290000.0,220000.0,0.0,60000.0,570000.0,62,61.0,65.0,Midway Studios - Austin,T,"X360,PS3"
Blackthorne,2003,Action,Activision,10000.0,0.0,0.0,0.0,10000.0,67,76.0,5.0,Mass Media,T,GBA
Blackwater,2011,Shooter,505 Games,90000.0,20000.0,0.0,10000.0,120000.0,37,45.0,14.0,Zombie Studios,T,X360
Blade Dancer: Lineage of Light,2006,Role-Playing,Atari,50000.0,0.0,0.0,0.0,60000.0,60,69.0,16.0,Hit Maker,E10+,PSP
Blade II,2002,Action,Activision,100000.0,30000.0,0.0,0.0,130000.0,53,40.0,4.0,Mucky Foot Productions,M,"XB,PS2"
Blades of Time,2012,Action,Konami Digital Entertainment,40000.0,30000.0,10000.0,10000.0,100000.0,53,72.0,22.0,Gaijin Entertainment,M,"PS3,X360"
Bladestorm: Nightmare,2015,Action,Tecmo Koei,80000.0,40000.0,30000.0,20000.0,170000.0,58,65.0,21.0,Omega Force,T,"PS4,XOne"
Bladestorm: The Hundred Years' War,2007,Action,Tecmo Koei,80000.0,10000.0,0.0,10000.0,90000.0,63,68.0,16.0,Omega Force,T,"X360,PS3"
"Blast Works: Build, Trade, Destroy",2008,Shooter,Eidos Interactive,90000.0,0.0,0.0,10000.0,100000.0,78,77.0,17.0,BudCat,E,Wii
BlazBlue: Calamity Trigger,2009,Fighting,PQube,360000.0,100000.0,60000.0,60000.0,570000.0,87,84.0,112.0,Arc System Works,T,"PS3,X360"
BlazBlue: Calamity Trigger Portable,2010,Fighting,PQube,70000.0,10000.0,30000.0,10000.0,110000.0,82,78.0,18.0,Arc System Works,T,PSP
BlazBlue: Chrono Phantasma,2013,Fighting,Arc System Works,140000.0,0.0,140000.0,30000.0,300000.0,83,83.0,64.0,Arc System Works,T,PS3
BlazBlue: Chrono Phantasma Extend,2015,Action,PQube,70000.0,30000.0,20000.0,20000.0,140000.0,80,77.0,31.0,Arc System Works,T,PS4
BlazBlue: Continuum Shift,2010,Fighting,PQube,210000.0,70000.0,90000.0,40000.0,410000.0,87,80.0,65.0,Arc System Works,T,"PS3,X360"
BlazBlue: Continuum Shift II,2011,Fighting,PQube,50000.0,10000.0,40000.0,10000.0,110000.0,64,61.0,19.0,Arc System Works,T,"3DS,PSP"
Blazblue: Continuum Shift Extend,2011,Fighting,PQube,0.0,0.0,90000.0,0.0,90000.0,73,75.0,27.0,Arc System Works,T,"PS3,PSV"
Blazing Angels 2: Secret Missions of WWII,2007,Simulation,Ubisoft,100000.0,30000.0,0.0,20000.0,150000.0,70,72.0,12.0,Ubisoft Romania,T,"PS3,X360"
Blazing Angels: Squadrons of WWII,2006,Simulation,Ubisoft,350000.0,220000.0,0.0,100000.0,660000.0,67,69.0,9.0,Ubisoft,T,"PS3,X360,XB,PC,Wii"
Bleach: Dark Souls,2007,Fighting,Sega,120000.0,20000.0,0.0,10000.0,150000.0,82,79.0,14.0,Treasure,T,DS
Bleach: Shattered Blade,2006,Fighting,Sega,210000.0,10000.0,80000.0,20000.0,320000.0,58,75.0,24.0,Polygon Magic,T,Wii
Bleach: Soul Resurreccion,2011,Fighting,Nippon Ichi Software,270000.0,100000.0,70000.0,50000.0,490000.0,58,72.0,46.0,Racjin,T,PS3
Bleach: The 3rd Phantom,2008,Role-Playing,Sega,100000.0,20000.0,70000.0,10000.0,200000.0,59,80.0,10.0,"Sega, Tom Create",T,DS
Bleach: The Blade of Fate,2006,Fighting,Sega,290000.0,10000.0,120000.0,30000.0,450000.0,83,75.0,23.0,Treasure,T,DS
Blinx: The Time Sweeper,2002,Platform,Microsoft Game Studios,390000.0,150000.0,0.0,20000.0,560000.0,71,80.0,41.0,Artoon,E,XB
Blitz: The League,2005,Sports,Unknown,740000.0,30000.0,0.0,120000.0,890000.0,76,80.0,20.0,Midway,M,"PS2,X360,XB"
Blitz: The League II,2008,Sports,Midway Games,110000.0,20000.0,0.0,20000.0,150000.0,62,75.0,15.0,Midway,M,"PS3,X360"
Blood Bowl,2009,Sports,Focus Home Interactive,130000.0,20000.0,0.0,10000.0,160000.0,61,51.0,19.0,Cyanide,T,"X360,PC"
Blood Bowl: Legendary Edition,2010,Sports,Focus Home Interactive,0.0,10000.0,0.0,0.0,20000.0,73,64.0,75.0,Cyanide,T,PC
Blood Drive,2010,Racing,Activision,70000.0,0.0,0.0,10000.0,70000.0,47,70.0,5.0,Sidhe Interactive,M,"PS3,X360"
Blood Omen 2,2002,Action,Eidos Interactive,140000.0,40000.0,0.0,10000.0,190000.0,76,90.0,9.0,Crystal Dynamics,M,"XB,PS2"
Blood Wake,2001,Shooter,Microsoft Game Studios,430000.0,120000.0,0.0,20000.0,570000.0,71,75.0,13.0,Stormfront Studios,T,XB
BloodRayne,2002,Shooter,Universal Interactive,90000.0,20000.0,0.0,0.0,110000.0,73,85.0,4.0,Terminal Reality,M,"GC,XB,PS2"
BloodRayne 2,2004,Shooter,THQ,110000.0,30000.0,0.0,10000.0,150000.0,71,85.0,4.0,Terminal Reality,M,"XB,PS2"
Bloodborne,2015,Action,Sony Computer Entertainment,1030000.0,810000.0,260000.0,380000.0,2480000.0,92,86.0,6383.0,From Software,M,PS4
Bloody Roar 3,2001,Fighting,Virgin Interactive,150000.0,110000.0,50000.0,40000.0,350000.0,71,86.0,34.0,Eighting/Raizing,T,PS2
Bloody Roar 4,2003,Fighting,Konami Digital Entertainment,50000.0,40000.0,0.0,10000.0,90000.0,59,86.0,43.0,Eighting,M,PS2
Bloody Roar Extreme,2003,Fighting,Hudson Soft,30000.0,10000.0,0.0,0.0,40000.0,61,86.0,9.0,Eighting/Raizing,T,XB
