Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,User_Count,Developer,Rating,Platform
Assassin's Creed III,2012,Action,Ubisoft,0.19,0.13,0.0,0.03,0.35,85,71.0,216.0,Ubisoft Quebec,M,"WiiU,PC,X360,PS3"
Assassin's Creed III: Liberation,2012,Action,Ubisoft,0.53,0.48,0.06,0.24,1.32,70,72.0,318.0,Ubisoft,M,PSV
Assassin's Creed IV: Black Flag,2013,Action,Ubisoft,0.22,0.38,0.0,0.05,0.64,84,77.0,1470.0,Ubisoft,M,"PC,PS4,PS3,X360,WiiU"
Assassin's Creed Syndicate,2015,Action,Ubisoft,0.62,0.56,0.0,0.11,1.3,78,61.0,402.0,Ubisoft Quebec,M,"XOne,PS4,PC"
Assassin's Creed: Altair's Chronicles,2008,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.05,58,63.0,30.0,Gameloft,T,DS
Assassin's Creed: Bloodlines,2009,Action,Ubisoft,0.43,0.47,0.05,0.28,1.23,63,72.0,69.0,Griptonite Games,M,PSP
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,89,83.0,693.0,Ubisoft Montreal,M,"X360,PC,PS3"
Assassin's Creed: Revelations,2011,Action,Ubisoft,0.14,0.48,0.0,0.12,0.74,80,74.0,771.0,Ubisoft Montreal,M,"PC,PS3,X360"
Assassin's Creed: Rogue,2014,Action,Ubisoft,0.46,0.56,0.06,0.2,1.29,72,75.0,292.0,Ubisoft Sofia,M,"PS3,PC,X360"
Assassin's Creed: Unity,2014,Action,Ubisoft,2.27,0.9,0.0,0.33,3.5,72,41.0,1005.0,"Ubisoft, Ubisoft Montreal",M,"XOne,PS4,PC"
Astonishia Story,2006,Role-Playing,Ubisoft,0.03,0.0,0.0,0.0,0.03,48,49.0,18.0,Sonnori,E10+,PSP
Astro Boy,2004,Action,Sega,0.04,0.03,0.0,0.01,0.09,54,69.0,7.0,Sonic Team,E,PS2
Astro Boy: Omega Factor,2003,Action,THQ,0.06,0.02,0.0,0.0,0.09,85,86.0,18.0,Hitmaker,E,GBA
Astro Boy: The Video Game,2009,Action,D3Publisher,0.05,0.04,0.0,0.01,0.11,56,50.0,4.0,High Voltage Software,E10+,"PS2,Wii"
Asura's Wrath,2012,Action,Capcom,0.18,0.12,0.06,0.05,0.4,71,74.0,169.0,CyberConnect2,T,"PS3,X360"
Atari Anthology,2004,Misc,Atari,0.33,0.01,0.0,0.05,0.4,66,43.0,6.0,Digital Eclipse,E,PS2
Atari Classics Evolved,2007,Misc,Atari,0.08,0.0,0.0,0.01,0.09,64,60.0,4.0,Stainless Games,E,PSP
Atelier Annie: Alchemists of Sera Island,2009,Role-Playing,Gust,0.08,0.0,0.03,0.01,0.12,70,67.0,15.0,Gust,E10+,DS
Atelier Ayesha: The Alchemist of Dusk,2012,Role-Playing,Tecmo Koei,0.06,0.04,0.14,0.02,0.26,70,66.0,120.0,Gust,T,PS3
Atelier Iris 2: The Azoth Of Destiny,2005,Role-Playing,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,68,78.0,14.0,Gust,E10+,PS2
Atelier Iris: Eternal Mana,2004,Role-Playing,Tecmo Koei,0.08,0.06,0.0,0.02,0.15,74,77.0,38.0,Gust,T,PS2
Atelier Shallie: Alchemists of the Dusk Sea,2014,Role-Playing,Tecmo Koei,0.06,0.02,0.08,0.02,0.18,76,77.0,44.0,Gust,E10+,PS3
Atelier Totori: The Adventurer of Arland,2010,Role-Playing,Nippon Ichi Software,0.12,0.06,0.21,0.03,0.42,74,67.0,109.0,Gust,T,PS3
Athens 2004,2004,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.27,61,72.0,13.0,Eurocom Entertainment Software,E,PS2
Atomic Betty,2005,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03,62,75.0,6.0,"Big Blue Bubble Inc., Breakthrough New Media",E,GBA
Attack of the Movies 3D,2010,Shooter,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,38,17.0,10.0,Panic Button,T,X360
Attack on Titan (KOEI),2016,Action,Tecmo Koei,0.04,0.11,0.11,0.03,0.28,74,70.0,122.0,Omega Force,M,PS4
Attack on Titan: Humanity in Chains,2013,Action,Screenlife,0.0,0.0,0.42,0.0,0.42,46,45.0,34.0,Spike Chunsoft,M,3DS
Auto Modellista,2002,Racing,Capcom,0.19,0.15,0.0,0.05,0.39,66,75.0,13.0,Capcom,E,PS2
Avalon Code,2008,Role-Playing,Rising Star Games,0.11,0.0,0.12,0.01,0.24,71,74.0,13.0,"Matrix Software, Marvelous Entertainment",E10+,DS
Avatar: The Last Airbender,2006,Adventure,THQ,0.23,0.02,0.0,0.02,0.28,56,58.0,8.0,AWE Games,E10+,"Wii,GC,DS,PSP"
Azurik: Rise of Perathia,2001,Action,Microsoft Game Studios,0.18,0.05,0.0,0.01,0.24,52,85.0,14.0,Adrenium,T,XB
B-Boy,2006,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.05,50,78.0,6.0,FreeStyleGames,T,PSP
BIT.TRIP COMPLETE,2011,Misc,Rising Star Games,0.06,0.02,0.0,0.01,0.09,84,87.0,18.0,Gaijin Games,E,Wii
BIT.TRIP SAGA,2011,Misc,Rising Star Games,0.09,0.04,0.0,0.01,0.14,75,78.0,24.0,Gaijin Games,E,3DS
BMX XXX,2002,Sports,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.11,58,78.0,9.0,"Z-Axis, Ltd.",M,"XB,PS2,GC"
Back to the Future: The Game,2011,Adventure,Telltale Games,0.05,0.0,0.0,0.0,0.05,66,41.0,9.0,Iron Galaxy Studios,T,Wii
Backyard Baseball,2003,Sports,Infogrames,0.1,0.03,0.0,0.0,0.13,70,94.0,5.0,Humongous Entertainment,E,GC
Backyard Baseball '09,2008,Sports,Atari,0.04,0.0,0.0,0.0,0.04,37,78.0,5.0,Humongous Entertainment,E,Wii
Backyard Wrestling 2: There Goes the Neighborhood,2004,Fighting,Eidos Interactive,0.14,0.11,0.0,0.04,0.28,46,47.0,10.0,Paradox Development,M,PS2
Backyard Wrestling: Don't Try This at Home,2003,Fighting,Eidos Interactive,0.3,0.23,0.0,0.08,0.6,51,78.0,29.0,Paradox Development,M,"PS2,XB"
Bad Boys: Miami Takedown,2004,Shooter,Empire Interactive,0.56,0.44,0.0,0.15,1.15,43,34.0,13.0,Blitz Games,M,"PS2,GC,XB"
Baja: Edge of Control,2008,Racing,THQ,0.12,0.06,0.0,0.02,0.2,65,71.0,18.0,2XL Games,E,"X360,PS3"
Bakugan: Battle Brawlers,2009,Action,Activision,0.2,0.02,0.0,0.02,0.24,60,52.0,9.0,Now Production,E,"X360,DS,Wii,PS3"
Baldur's Gate: Dark Alliance,2002,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14,79,77.0,22.0,High Voltage Software,T,"GC,XB,PS2,GBA"
Baldur's Gate: Dark Alliance II,2004,Role-Playing,Interplay,0.34,0.26,0.0,0.09,0.68,78,87.0,54.0,Black Isle Studios,T,"PS2,XB"
Ball Breakers,2000,Action,Take-Two Interactive,0.1,0.07,0.0,0.01,0.18,68,53.0,4.0,Lost Toys,E,PS
Balls of Fury,2007,Sports,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02,19,28.0,25.0,Black Lantern Studios,E10+,Wii
Band Hero,2009,Misc,Activision,0.2,0.19,0.0,0.04,0.43,65,70.0,4.0,Vicarious Visions,E10+,"DS,Wii,PS3,X360"
Bangai-O Spirits,2008,Shooter,D3Publisher,0.07,0.0,0.0,0.01,0.08,83,81.0,27.0,Treasure,E10+,DS
Banjo-Kazooie,2008,Platform,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.01,77,82.0,70.0,4J Studios,E,X360
Banjo-Kazooie: Grunty's Revenge,2003,Platform,THQ,0.24,0.09,0.0,0.01,0.33,72,81.0,18.0,Rare Ltd.,E,GBA
Banjo-Pilot,2005,Racing,THQ,0.07,0.03,0.0,0.0,0.1,68,59.0,9.0,Rare Ltd.,E,GBA
Barbie Groovy Games,2002,Misc,Universal Interactive,0.4,0.15,0.0,0.01,0.56,47,70.0,4.0,Digital Illusions,E,GBA
Barnyard,2006,Action,THQ,0.05,0.04,0.0,0.01,0.09,62,87.0,10.0,Blue Tongue Entertainment,E10+,"PS2,Wii"
Baroque,2008,Role-Playing,Rising Star Games,0.07,0.0,0.0,0.01,0.07,50,81.0,24.0,Sting,T,"Wii,PS2"
Baseball Advance,2002,Sports,Sega,0.1,0.04,0.0,0.0,0.13,80,78.0,5.0,Smilebit,E,GBA
Bass Pro Shops: The Strike,2009,Sports,XS Games,0.2,0.0,0.0,0.02,0.21,63,58.0,5.0,Piranha Games,E,X360
Bass Strike,2001,Sports,THQ,0.14,0.11,0.0,0.04,0.28,57,58.0,4.0,THQ,E,PS2
Baten Kaitos Origins,2006,Role-Playing,Unknown,0.06,0.02,0.02,0.0,0.1,75,89.0,23.0,"Monolith Soft, Namco Bandai Games",T,GC
Baten Kaitos: Eternal Wings and the Lost Ocean,2003,Role-Playing,Nintendo,0.21,0.05,0.0,0.01,0.27,80,90.0,59.0,Monolith Soft,T,GC
Batman Begins,2005,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,65,71.0,21.0,Eurocom Entertainment Software,T,"XB,GC,PS2,GBA"
Batman: Arkham Asylum,2009,Action,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,92,87.0,1080.0,Rocksteady Studios,T,"X360,PS3,PC"
Batman: Arkham City,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,94,87.0,1472.0,Rocksteady Studios,T,"X360,PS3,PC"
Batman: Arkham Knight,2015,Action,Warner Bros. Interactive Entertainment,0.88,0.47,0.0,0.14,1.49,85,66.0,694.0,Rocksteady Studios,M,"XOne,PC,PS4"
Batman: Arkham Origins,2013,Action,Warner Bros. Interactive Entertainment,0.19,0.09,0.0,0.03,0.31,68,74.0,127.0,Human Head Studios,T,"WiiU,PC,PS3,X360"
Batman: Arkham Origins Blackgate,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0.0,0.02,0.27,68,68.0,38.0,Armature Studio,T,"3DS,PSV"
Batman: Dark Tomorrow,2003,Action,Kemco,0.08,0.02,0.0,0.0,0.11,25,36.0,18.0,HotGen,T,"XB,GC"
Batman: Rise of Sin Tzu,2003,Action,Ubisoft,0.05,0.02,0.0,0.0,0.07,63,68.0,4.0,Ubisoft,E,"GBA,PS2,XB"
Batman: The Brave and the Bold the Videogame,2010,Action,Warner Bros. Interactive Entertainment,0.23,0.04,0.0,0.02,0.29,74,80.0,8.0,WayForward,E10+,DS
Batman: Vengeance,2001,Adventure,Ubisoft,0.27,0.21,0.0,0.07,0.55,68,67.0,12.0,Ubisoft,T,"PS2,GC"
Battalion Wars,2005,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4,76,88.0,18.0,Kuju Entertainment,T,GC
Battalion Wars 2,2007,Strategy,Nintendo,0.22,0.02,0.08,0.02,0.34,75,76.0,45.0,Kuju Entertainment,T,Wii
Battle Arena Toshinden,1994,Fighting,Sony Computer Entertainment,0.39,0.26,0.53,0.08,1.27,69,63.0,4.0,Tamsoft,T,PS
Battle Assault 3 featuring Gundam Seed,2004,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,48,87.0,7.0,Natsume,T,PS2
Battle Engine Aquila,2003,Shooter,Atari,0.02,0.01,0.0,0.0,0.03,73,90.0,5.0,Lost Toys,T,PS2
Battle Fantasia,2008,Fighting,505 Games,0.07,0.0,0.01,0.01,0.09,71,66.0,8.0,Arc System Works,T,X360
Battle Princess of Arcadias,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,69,79.0,25.0,ApolloSoft,T,PS3
BattleForge,2009,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.01,75,70.0,112.0,EA Phenomic,T,PC
Battlefield 1942,2002,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03,89,86.0,327.0,Digital Illusions,T,PC
Battlefield 2,2005,Shooter,Electronic Arts,0.0,0.07,0.0,0.01,0.08,91,84.0,837.0,Digital Illusions,T,PC
Battlefield 2142,2006,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03,80,68.0,326.0,EA DICE,T,PC
Battlefield 2: Modern Combat,2005,Shooter,Electronic Arts,0.39,0.15,0.0,0.02,0.56,80,82.0,29.0,Digital Illusions,T,"XB,X360,PS2"
Battlefield 3,2011,Shooter,Electronic Arts,0.89,1.43,0.0,0.46,2.78,89,75.0,4926.0,EA DICE,M,"PC,X360,PS3"
Battlefield 4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.59,85,69.0,1580.0,EA DICE,M,"PS4,PC,PS3,XOne,X360"
Battlefield Vietnam,2004,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03,84,75.0,133.0,Digital Illusions,T,PC
Battlefield: Bad Company,2008,Shooter,Electronic Arts,0.81,0.46,0.04,0.15,1.46,83,77.0,263.0,EA DICE,T,"X360,PS3"
Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,2.95,88,85.0,572.0,EA DICE,M,"PS3,X360,PC"
Battlefield: Hardline,2015,Shooter,Electronic Arts,0.0,0.13,0.0,0.01,0.14,71,38.0,773.0,Visceral Games,M,"PC,XOne,PS4"
Battles of Prince of Persia,2005,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12,64,77.0,14.0,Ubisoft Montreal,E10+,DS
Battlestar Galactica,2003,Shooter,Vivendi Games,0.08,0.06,0.0,0.02,0.16,66,68.0,6.0,Warthog,T,PS2
Battlestations: Midway,2007,Strategy,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,76,73.0,46.0,Eidos Interactive,T,"PC,X360"
Battlestations: Pacific,2009,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.03,74,84.0,46.0,Eidos Interactive,T,"PC,X360"
Bayonetta,2009,Action,Sega,0.51,0.25,0.09,0.08,0.93,90,80.0,597.0,PlatinumGames,M,"X360,PS3"
Bayonetta 2,2014,Action,Nintendo,0.32,0.28,0.1,0.06,0.76,91,82.0,1217.0,PlatinumGames,M,WiiU
Beach Spikers: Virtua Beach Volleyball,2002,Sports,Sega,0.08,0.02,0.0,0.0,0.1,76,81.0,9.0,Sega AM2,E,GC
Beat Down: Fists of Vengeance,2005,Action,Capcom,0.04,0.03,0.09,0.01,0.17,48,81.0,12.0,Cavia Inc.,M,PS2
BeatMania,2006,Simulation,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,67,89.0,11.0,Konami,E10+,PS2
Beaterator,2009,Misc,Take-Two Interactive,0.06,0.02,0.0,0.02,0.09,80,78.0,12.0,Rockstar Leeds,E,PSP
Beautiful Katamari,2007,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32,73,70.0,40.0,Now Production,E,X360
Bee Movie Game,2007,Action,Activision,0.3,0.01,0.0,0.03,0.33,62,76.0,7.0,Smart Bomb Interactive,E,"Wii,PS2,X360"
Bejeweled 3,2010,Puzzle,PopCap Games,0.02,0.05,0.0,0.01,0.08,82,81.0,86.0,PopCap,E,PC
Bejeweled Twist,2008,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05,78,73.0,11.0,PopCap,E,PC
Ben 10 Alien Force: Vilgax Attacks,2009,Action,D3Publisher,0.11,0.09,0.0,0.02,0.22,61,83.0,4.0,Papaya Studios,E10+,"X360,Wii"
Ben 10 Ultimate Alien: Cosmic Destruction,2010,Platform,D3Publisher,0.1,0.06,0.0,0.02,0.18,51,53.0,4.0,Papaya Studios,E10+,X360
Ben 10: Alien Force,2008,Action,Koch Media,0.52,0.21,0.0,0.07,0.8,45,78.0,11.0,Monkey Bar Games,E10+,Wii
Ben 10: Protector of Earth,2007,Action,D3Publisher,0.54,0.55,0.0,0.13,1.23,63,77.0,9.0,High Voltage Software,E10+,"Wii,PSP"
Beowulf: The Game,2007,Action,Ubisoft,0.36,0.01,0.0,0.03,0.4,51,47.0,30.0,Ubisoft Shanghai,M,"X360,PSP,PS3"
BeyBlade VForce: Super Tournament Battle,2002,Action,Atari,0.16,0.04,0.0,0.01,0.21,33,75.0,18.0,Takara,E,GC
Beyblade Evolution,2013,Action,Rising Star Games,0.02,0.01,0.0,0.0,0.04,49,63.0,4.0,Rising Star Games,E,3DS
Beyblade G-Revolution,2004,Action,Atari,0.15,0.05,0.0,0.0,0.2,40,78.0,5.0,Full Fat,E,GBA
Beyond: Two Souls,2013,Adventure,Sony Computer Entertainment,0.52,0.8,0.06,0.26,1.63,70,81.0,2652.0,Quantic Dream,M,PS3
Big Bang Mini,2009,Shooter,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,78,82.0,26.0,Arkedo Studio,E,DS
Big Beach Sports,2008,Sports,THQ,0.45,1.02,0.0,0.2,1.66,44,80.0,41.0,HB Studios Multimedia,E,Wii
Big Brain Academy,2005,Misc,Nintendo,1.66,2.75,1.6,0.62,6.62,74,74.0,27.0,Nintendo,E,DS
Big Brain Academy: Wii Degree,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68,69.0,39.0,Nintendo,E,Wii
Big Mutha Truckers,2003,Racing,Empire Interactive,0.06,0.02,0.0,0.0,0.08,63,82.0,6.0,Eutechnyx,T,"GC,PS2,XB"
Big Mutha Truckers 2,2005,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2,51,21.0,9.0,Eutechnyx,M,"PS2,XB"
Billy Hatcher and the Giant Egg,2003,Platform,Sega,0.19,0.05,0.0,0.01,0.25,71,87.0,31.0,Sonic Team,E,GC
Binary Domain,2012,Action,Sega,0.09,0.07,0.14,0.03,0.33,72,82.0,179.0,Sega,M,"PS3,X360"
BioShock,2007,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02,0.41,96,85.0,3606.0,"Irrational Games, 2K Marin",M,"PC,X360,PS3"
BioShock 2,2010,Shooter,Take-Two Interactive,1.45,0.54,0.02,0.19,2.2,88,82.0,573.0,2K Marin,M,"X360,PS3"
BioShock Infinite,2013,Shooter,Take-Two Interactive,1.22,0.54,0.02,0.16,1.93,93,85.0,1647.0,Irrational Games,M,"X360,PS3,PC"
Bionic Commando,2009,Platform,Capcom,0.12,0.12,0.01,0.03,0.28,70,73.0,87.0,GRIN,M,"X360,PS3"
Bionicle,2003,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.06,49,15.0,4.0,Argonaut Games,E,"XB,PS2,GC"
Bionicle Heroes,2006,Shooter,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,51,52.0,5.0,Traveller's Tales,E10+,"GC,Wii,DS,X360"
Birds of Steel,2012,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.23,73,84.0,18.0,Gaijin Entertainment,T,"PS3,X360"
Black,2006,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25,79,84.0,194.0,Criterion Games,M,"PS2,XB"
Black * Rock Shooter: The Game,2011,Role-Playing,Unknown,0.0,0.0,0.15,0.0,0.15,66,72.0,39.0,"Image Epoch, Imageepoch",T,PSP
Black Sigil: Blade of the Exiled,2009,Role-Playing,Graffiti,0.05,0.0,0.0,0.0,0.05,58,75.0,20.0,Studio Archcraft,E,DS
Blacksite: Area 51,2007,Shooter,Midway Games,0.29,0.22,0.0,0.06,0.57,62,61.0,65.0,Midway Studios - Austin,T,"X360,PS3"
Blackthorne,2003,Action,Activision,0.01,0.0,0.0,0.0,0.01,67,76.0,5.0,Mass Media,T,GBA
Blackwater,2011,Shooter,505 Games,0.09,0.02,0.0,0.01,0.12,37,45.0,14.0,Zombie Studios,T,X360
Blade Dancer: Lineage of Light,2006,Role-Playing,Atari,0.05,0.0,0.0,0.0,0.06,60,69.0,16.0,Hit Maker,E10+,PSP
Blade II,2002,Action,Activision,0.1,0.03,0.0,0.0,0.13,53,40.0,4.0,Mucky Foot Productions,M,"XB,PS2"
Blades of Time,2012,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1,53,72.0,22.0,Gaijin Entertainment,M,"PS3,X360"
Bladestorm: Nightmare,2015,Action,Tecmo Koei,0.08,0.04,0.03,0.02,0.17,58,65.0,21.0,Omega Force,T,"PS4,XOne"
Bladestorm: The Hundred Years' War,2007,Action,Tecmo Koei,0.08,0.01,0.0,0.01,0.09,63,68.0,16.0,Omega Force,T,"X360,PS3"
"Blast Works: Build, Trade, Destroy",2008,Shooter,Eidos Interactive,0.09,0.0,0.0,0.01,0.1,78,77.0,17.0,BudCat,E,Wii
BlazBlue: Calamity Trigger,2009,Fighting,PQube,0.36,0.1,0.06,0.06,0.57,87,84.0,112.0,Arc System Works,T,"PS3,X360"
BlazBlue: Calamity Trigger Portable,2010,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,82,78.0,18.0,Arc System Works,T,PSP
BlazBlue: Chrono Phantasma,2013,Fighting,Arc System Works,0.14,0.0,0.14,0.03,0.3,83,83.0,64.0,Arc System Works,T,PS3
BlazBlue: Chrono Phantasma Extend,2015,Action,PQube,0.07,0.03,0.02,0.02,0.14,80,77.0,31.0,Arc System Works,T,PS4
BlazBlue: Continuum Shift,2010,Fighting,PQube,0.21,0.07,0.09,0.04,0.41,87,80.0,65.0,Arc System Works,T,"PS3,X360"
BlazBlue: Continuum Shift II,2011,Fighting,PQube,0.05,0.01,0.04,0.01,0.11,64,61.0,19.0,Arc System Works,T,"3DS,PSP"
Blazblue: Continuum Shift Extend,2011,Fighting,PQube,0.0,0.0,0.09,0.0,0.09,73,75.0,27.0,Arc System Works,T,"PS3,PSV"
Blazing Angels 2: Secret Missions of WWII,2007,Simulation,Ubisoft,0.1,0.03,0.0,0.02,0.15,70,72.0,12.0,Ubisoft Romania,T,"PS3,X360"
Blazing Angels: Squadrons of WWII,2006,Simulation,Ubisoft,0.35,0.22,0.0,0.1,0.66,67,69.0,9.0,Ubisoft,T,"PS3,X360,XB,PC,Wii"
Bleach: Dark Souls,2007,Fighting,Sega,0.12,0.02,0.0,0.01,0.15,82,79.0,14.0,Treasure,T,DS
Bleach: Shattered Blade,2006,Fighting,Sega,0.21,0.01,0.08,0.02,0.32,58,75.0,24.0,Polygon Magic,T,Wii
Bleach: Soul Resurreccion,2011,Fighting,Nippon Ichi Software,0.27,0.1,0.07,0.05,0.49,58,72.0,46.0,Racjin,T,PS3
Bleach: The 3rd Phantom,2008,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2,59,80.0,10.0,"Sega, Tom Create",T,DS
Bleach: The Blade of Fate,2006,Fighting,Sega,0.29,0.01,0.12,0.03,0.45,83,75.0,23.0,Treasure,T,DS
Blinx: The Time Sweeper,2002,Platform,Microsoft Game Studios,0.39,0.15,0.0,0.02,0.56,71,80.0,41.0,Artoon,E,XB
Blitz: The League,2005,Sports,Unknown,0.74,0.03,0.0,0.12,0.89,76,80.0,20.0,Midway,M,"PS2,X360,XB"
Blitz: The League II,2008,Sports,Midway Games,0.11,0.02,0.0,0.02,0.15,62,75.0,15.0,Midway,M,"PS3,X360"
Blood Bowl,2009,Sports,Focus Home Interactive,0.13,0.02,0.0,0.01,0.16,61,51.0,19.0,Cyanide,T,"X360,PC"
Blood Bowl: Legendary Edition,2010,Sports,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02,73,64.0,75.0,Cyanide,T,PC
Blood Drive,2010,Racing,Activision,0.07,0.0,0.0,0.01,0.07,47,70.0,5.0,Sidhe Interactive,M,"PS3,X360"
Blood Omen 2,2002,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,76,90.0,9.0,Crystal Dynamics,M,"XB,PS2"
Blood Wake,2001,Shooter,Microsoft Game Studios,0.43,0.12,0.0,0.02,0.57,71,75.0,13.0,Stormfront Studios,T,XB
BloodRayne,2002,Shooter,Universal Interactive,0.09,0.02,0.0,0.0,0.11,73,85.0,4.0,Terminal Reality,M,"GC,XB,PS2"
BloodRayne 2,2004,Shooter,THQ,0.11,0.03,0.0,0.01,0.15,71,85.0,4.0,Terminal Reality,M,"XB,PS2"
Bloodborne,2015,Action,Sony Computer Entertainment,1.03,0.81,0.26,0.38,2.48,92,86.0,6383.0,From Software,M,PS4
Bloody Roar 3,2001,Fighting,Virgin Interactive,0.15,0.11,0.05,0.04,0.35,71,86.0,34.0,Eighting/Raizing,T,PS2
Bloody Roar 4,2003,Fighting,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,59,86.0,43.0,Eighting,M,PS2
Bloody Roar Extreme,2003,Fighting,Hudson Soft,0.03,0.01,0.0,0.0,0.04,61,86.0,9.0,Eighting/Raizing,T,XB
Bloody Roar: Primal Fury,2002,Fighting,Activision,0.14,0.04,0.0,0.0,0.18,75,85.0,20.0,Eighting/Raizing,T,GC
BlowOut,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23,58,62.0,5.0,Terminal Reality,T,PS2
Blue Dragon,2006,Role-Playing,Microsoft Game Studios,0.3,0.32,0.21,0.08,0.92,79,78.0,161.0,"Mistwalker, Artoon",T,X360
Blue Dragon Plus,2008,Role-Playing,Ignition Entertainment,0.12,0.03,0.05,0.01,0.21,69,65.0,15.0,Brownie Brown,E,DS
Blue Dragon: Awakened Shadow,2009,Role-Playing,Namco Bandai Games,0.06,0.0,0.03,0.0,0.1,63,66.0,10.0,Tri-Crescendo,E10+,DS
Blur,2010,Racing,Activision,0.25,0.27,0.0,0.06,0.59,82,83.0,169.0,Bizarre Creations,E10+,"X360,PS3,PC"
Body and Brain Connection,2010,Misc,Namco Bandai Games,0.1,0.08,0.0,0.02,0.2,57,48.0,4.0,Namco Bandai Games,E,X360
Bodycount,2011,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11,53,47.0,73.0,Guildford Studio,M,"X360,PS3"
Boktai 2: Solar Boy Django,2004,Role-Playing,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,78,85.0,11.0,KCEJ,T,GBA
Boktai: The Sun is in Your Hand,2003,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.15,83,96.0,16.0,KCEJ,E,GBA
Bolt,2008,Adventure,Disney Interactive Studios,0.12,0.04,0.0,0.02,0.19,59,68.0,6.0,Avalanche Software,E10+,"PS3,Wii,X360"
Bombastic,2002,Puzzle,Capcom,0.03,0.02,0.0,0.01,0.05,72,72.0,6.0,Shift,E,PS2
Bomberman,2005,Puzzle,Ubisoft,0.1,0.01,0.03,0.01,0.15,75,70.0,12.0,Racjin,E,"DS,PSP"
Bomberman Generation,2002,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.25,81,85.0,15.0,Hudson,E,GC
Bomberman Jetters,2002,Puzzle,Hudson Soft,0.06,0.02,0.0,0.0,0.08,70,79.0,10.0,Hudson,E,GC
Bomberman Land,2007,Misc,Hudson Entertainment,0.06,0.0,0.0,0.0,0.06,55,78.0,4.0,Racjin,E,"PSP,Wii"
Bomberman Party Edition,1998,Puzzle,Virgin Interactive,0.07,0.05,0.0,0.01,0.12,79,83.0,6.0,Metro,E,PS
Bomberman: Act Zero,2006,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,34,22.0,42.0,Hudson,T,X360
Boogie,2007,Misc,Electronic Arts,0.43,0.03,0.0,0.04,0.49,57,53.0,54.0,EA Montreal,E10+,Wii
Boom Blox,2008,Puzzle,Electronic Arts,0.71,0.38,0.0,0.12,1.21,85,86.0,105.0,EA LA,E,Wii
Boom Blox Bash Party,2009,Puzzle,Electronic Arts,0.33,0.09,0.0,0.04,0.46,86,84.0,37.0,EA LA,E,Wii
